Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Captain's name
82608,Mary,Liverpool,"Africa., port unspecified",Zion Hill,1802,172,"Everitt, Richard"
82609,Mary,Liverpool,Cameroons,Suriname,1803,,"Mitchell, John"
82610,Mary,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Demerara,1805,173,"Mitchell, John"
82611,Mary,Liverpool,Sierra Leone estuary,Charleston,1806,190,"Cowan, Alexander"
82612,Mary,Liverpool,Gabon,"Trinidad, port unspecified",1807,184,"Blofield, John<br/> Hoyle, Charles"
82613,Mary and Ann,Liverpool,Whydah,Kingston,1793,169,"Wilkinson, Richard"
82614,Mary and Ann,Liverpool,Congo River,Kingston,1794,169,"Laing, Alexander"
82615,Mary and Hannah,Liverpool,Calabar,Suriname,1805,205,"Blofield, John"
82616,Mary and Hannah,Liverpool,,,1806,,"Bowes, Edward"
82619,Mary Ann,Liverpool,New Calabar,"Grenada, port unspecified",1785,372,"Walker, Thomas"
82620,Mary Ann,Liverpool,New Calabar,"Dominica, port unspecified",1786,305,"Walker, Thomas"
82621,Mary Ann,Liverpool,Iles de Los,"Grenada, port unspecified",1787,394,"Griffiths, William<br/> Webster, Charles"
82622,Mary Ann,Liverpool,"Gold Coast, port unspecified","Grenada, port unspecified",1788,,"Cannell, Thomas"
82623,Mary Ann,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","St. Vincent, port unspecified",1790,134,"Rigmaiden, Thomas<br/> Fairweather, Patrick"
82624,Mary Ann,Liverpool,New Calabar,Montego Bay,1791,290,"Hodgson, Richard"
82625,Mary Ann,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",,1791,,"Hodgson, Richard<br/> Ainsworth, Richard"
82626,Mary Ann,Liverpool,Anomabu,"Jamaica, port unspecified",1789,221,"Rives, Thomas"
82627,Mary Ann,Liverpool,Cape Coast Castle,Kingston,1790,228,"Bushell, Thomas"
82628,Mary Ann,Liverpool,Bonny,"Jamaica, port unspecified",1791,215,"Bushell, Thomas"
82629,Mary Ann,Liverpool,New Calabar,"Grenada, port unspecified",1792,230,"Bushell, Thomas"
82630,Mary Ann,Liverpool,Congo River,Kingston,1794,328,"Bushell, Thomas"
82631,Mary Ann,Liverpool,Congo River,"Dominica, port unspecified",1796,299,"Stothart, John"
82632,Mary Ann,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Trinidad, port unspecified",1798,293,"Dodson, George"
82633,Mary Ann,Liverpool,Bonny,"Dominica, port unspecified",1799,257,"Taylor, Robert"
82634,Mary Ann,Liverpool,Calabar,Demerara,1801,196,"Campbell, John<br/> Holmes, Archibald"
82635,Mary Ann,Liverpool,Windward Coast (Nunez - Assini),Demerara,1807,200,"Kendall, John"
82636,Mary Ann,London,Cape Coast Castle,Demerara,1798,407,"Currie, Robert"
82637,Mary Ann,Liverpool,"Africa., port unspecified",,1804,,"Mortimer, John"
82638,Mary Ann,Liverpool,Congo River,Demerara,1808,207,"Ainsworth, John"
82639,Mary Ann,Liverpool,"Gold Coast, port unspecified",Kingston,1807,298,"McGhie, Nathaniel<br/> Ferguson, John"
82640,Mary Ellen,Liverpool,Ambriz,Kingston,1793,308,"Johnston, Thomas"
82641,Mary Ellen,Liverpool,Sierra Leone estuary,"Barbados, port unspecified",1795,,"Grierson, Alexander"
82642,Mary Ellen,Liverpool,Cape Mount (Cape Grand Mount),"St. Kitts, port unspecified",1796,355,"Lee, Thomas"
82643,Mary Ellen,Liverpool,Cape Coast Castle,Demerara,1797,308,"Cubbin, Thomas"
82644,Mary Ellen,Liverpool,Calabar,"Trinidad, port unspecified",1802,394,"Cowen, William"
82645,Mary Ellen,Liverpool,"Africa., port unspecified","Bahamas, port unspecified",1803,396,"Jump, Thomas"
82646,Mary Ellen,Liverpool,Calabar,Havana,1804,375,"Jump, Thomas"
82647,Mary Hall,London,Cape Coast Castle,"Barbados, port unspecified",1797,153,"Chester, Andrew"
82648,Mary Hall,London,"Africa., port unspecified",Zion Hill,1798,145,"Carfrae, Alexander"
82649,Mary Hall,London,"Gold Coast, port unspecified","Martinique, port unspecified",1799,154,"Carfrae, Alexander"
82651,Matilda,"Martinique, port unspecified",,,1799,,
82655,Matty,London,Anomabu,Montevideo,1797,198,"Mead, Thomas"
82657,Matty and Betty,Liverpool,Sierra Leone estuary,"Grenada, port unspecified",1785,242,"Lyon, Edward"
82658,Matty and Betty,Liverpool,Sierra Leone estuary,"Dominica, port unspecified",1785,296,"Kendall, Richard<br/> Holmes, John"
82659,Matty and Betty,Liverpool,Cape Mount (Cape Grand Mount),,1786,,"Nicholson, Alexander<br/> Mashiter"
82662,May,Liverpool,Windward Coast (Nunez - Assini),"Dominica, port unspecified",1785,130,"Melling, Thomas"
82663,May,Liverpool,"Africa., port unspecified",Demerara,1797,,"Carson, John"
82664,May,Liverpool,Bonny,Kingston,1798,328,"Callan, Patrick"
82665,May,Liverpool,Bonny,Kingston,1799,335,"Callan, Patrick"
82666,May,Liverpool,Cape Mount (Cape Grand Mount),Demerara,1801,276,"Callan, Patrick"
82667,May,Liverpool,New Calabar,St. Croix,1802,229,"Callan, Patrick"
82668,May,Liverpool,New Calabar,Havana,1802,255,"Callan, Patrick"
82669,May,Liverpool,New Calabar,Saint John (Antigua),1804,306,"Smith, John"
82670,May,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Suriname,1805,291,"Smith, John"
82671,May,Liverpool,Bonny,Kingston,1806,265,"Roach, John"
82672,May,Liverpool,Bonny,Kingston,1807,248,"Roach, John"
82678,Mentor,London,Gambia,Charleston,1785,152,"Lyttleton, William"
82679,Mentor,London,Gambia,Kingston,1786,220,"Lyttleton, William"
82680,Mentor,London,Gambia,Kingston,1788,213,"Hamilton, John"
82681,Mentor,London,Gambia,"Jamaica, port unspecified",1789,190,"Lewin, Robert<br/> Wilcox, Edward"
82682,Mentor,London,"Africa., port unspecified","Jamaica, port unspecified",1791,186,"Wilcox, Edward<br/> Johnson<br/> Taylor"
82683,Mentor,London,Gambia,"Dominica, port unspecified",1792,130,"Brand, John<br/> Taylor"
82684,Mentor,London,Gambia,Kingston,1793,190,"Brand, John"
82685,Mentor,London,Gambia,"St. Vincent, port unspecified",1794,197,"Brand, John"
82686,Mentor,London,"Africa., port unspecified",,1795,,"Brand, John"
82687,Mentor,Liverpool,Bonny,Kingston,1800,671,"Curry, Gilbert"
82688,Mercer,Liverpool,,,1787,,"Bellis, John<br/> Fell, William"
82689,Mercury,Liverpool,Bance Island (Ben's Island),"Americas, port unspecified",1793,,"Hauit, George"
82691,Mercury,Liverpool,"Africa., port unspecified",Suriname,1802,140,"Carson, Moses<br/> Dickson, Abraham"
82692,Mercury,Liverpool,Congo River,,1804,,"Eastwood, Thomas<br/> Dickson"
82693,Mercury,Liverpool,Congo North,Charleston,1806,400,"Barrow, James"
82694,Mercury,London,"Gold Coast, port unspecified",Kingston,1790,278,"Lewis, John Carteret<br/> Dobson"
82695,Mercury,"Jamaica, port unspecified",Anomabu,"Grenada, port unspecified",1791,300,"Bell, John<br/> Fraser"
82696,Mercury,London,"Gold Coast, port unspecified","St. Vincent, port unspecified",1792,367,"Bell, John"
82697,Mercury,"St. Kitts, port unspecified",Anomabu,Kingston,1792,354,"Bell, John"
82698,Mercury,London,Badagry/Apa,"St. Vincent, port unspecified",1794,342,"Bell, John"
82699,Mercury,London,"Gold Coast, port unspecified",West Indies (colony unspecified),1796,323,"Galloway, Andrew"
82700,Mercury,Liverpool,Rio Nunez,Demerara,1798,452,"Mill, John"
82701,Mercury,Liverpool,Rio Pongo,Demerara,1799,371,"Mill, John"
82702,Mercury,Liverpool,Rio Pongo,Suriname,1801,239,"Sillars, John"
82703,Mercury,Liverpool,"Windward Coast, port unspecified",Havana,1802,236,"Sillars, John"
82704,Mercury,Liverpool,"Africa., port unspecified",Montevideo,1804,,"Hume, Robert"
82714,Merlin,London,"Africa., port unspecified",,1799,,"Giles, James"
82718,Mermaid,Liverpool,,,1796,,"Phillips, James<br/> Horsley"
82720,Mermaid,Liverpool,Calabar,Saint John (Antigua),1782,,"Reynolds, John"
82721,Mermaid,Liverpool,Bonny,"St. Kitts, port unspecified",1783,,"Reynolds, John"
82722,Mermaid,Liverpool,Bonny,Kingston,1785,467,"Reynolds, John"
82723,Mermaid,Liverpool,Bonny,"Dominica, port unspecified",1786,450,"Withers, Joseph"
82724,Mermaid,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,1794,401,"Lace, William"
82725,Mermaid,Liverpool,,,1794,,"Lace, William"
82726,Mersey,Liverpool,,,1797,,"Joynson, Moses"
82727,Mersey,Liverpool,"West Central Africa and St. Helena, port unspecified",St. Croix,1796,329,"Jones, Robert"
82728,Mersey,Liverpool,Malembo,"Martinique, port unspecified",1797,349,"Molyneux, Thomas"
82729,Mersey,Liverpool,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1799,314,"Molyneux, Thomas"
82730,Mersey,Liverpool,Bonny,"Trinidad, port unspecified",1800,,"Olderman, John"
82731,Mersey,Liverpool,Cape Mount (Cape Grand Mount),Demerara,1801,217,"Bonsal, John"
82732,Mersey,Liverpool,"Africa., port unspecified","Trinidad, port unspecified",1802,221,"Bonsal, John"
82733,Mersey,Liverpool,"Africa., port unspecified","Martinique, port unspecified",1802,218,"Bonsal, John<br/> Mortimer, John"
82734,Mersey,Liverpool,"Africa., port unspecified","Trinidad, port unspecified",1803,198,"Mortimer, John"
82735,Mersey,Liverpool,"Africa., port unspecified",Havana,1804,200,"Darnoult, Francis"
82736,Mersey,Liverpool,Bonny,Kingston,1808,320,"Baldwin, Henry"
82737,Michael,Liverpool,"Africa., port unspecified","Jamaica, port unspecified",1781,,"Wilson, Charles<br/> Evans, Jenkin"
82738,Minerva,"Tortola, port unspecified",,,1782,,Taylor
82739,Minerva,Liverpool,"Bight of Benin, port unspecified",Cayes (Les),1795,247,"Robertson, James"
82740,Minerva,Liverpool,Bonny,"Bahamas, port unspecified",1803,212,"Cannon, George"
82741,Minerva,Liverpool,"Africa., port unspecified",Kingston,1804,215,"Brown, William"
82742,Minerva,Liverpool,Windward Coast (Nunez - Assini),Demerara,1805,215,"Brown, William"
82743,Minerva,Liverpool,Sierra Leone estuary,Demerara,1806,198,"Stowell, James"
82744,Minerva,Liverpool,Sierra Leone estuary,Berbice,1808,301,"Scarisbrick, James<br/> Hannah, James"
82746,Minerva,London,Congo North,Charleston,1806,400,"Laidler, W"
82747,Minerva,Liverpool,"Bight of Benin, port unspecified",Port Maria,1793,256,"Moore, Henry<br/> Williams, William"
82748,Minerva,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,1794,250,"Kewley, William"
82749,Minerva,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Kingston,1800,250,"Meech, Henry William"
82750,Minerva,London,Cape Coast Castle,Demerara,1800,359,"Coley, Richard"
82751,Minerva,London,Cape Coast Castle,Havana,1802,246,"Coley, Richard"
82752,Minerva,London,"Gold Coast, port unspecified",Demerara,1803,220,"Coley, Richard<br/> McIver"
82753,Minerva,London,"Gold Coast, port unspecified",Cumingsberg,1805,256,"Adams, George"
82754,Minerva,London,Accra,Demerara,1806,116,"Boswell, James"
82755,Minerva,London,"Gold Coast, port unspecified",Kingston,1807,253,"Boswell, James"
82758,Minerva,Liverpool,Cape Coast Castle,Demerara,1804,106,"Warbrick, Robert<br/> Gardner, William"
82759,Minerva,Liverpool,"Africa., port unspecified","St. Kitts, port unspecified",1805,,"Smith, John"
82760,Minerva,Liverpool,Gabon,Saint John (Antigua),1807,,"Riddiough, Thomas"
82763,Mohawk,London,Cape Coast Castle,Kingston,1785,350,"Griffiths, John"
82767,Molly,Liverpool,"Gold Coast, port unspecified",Kingston,1780,514,"Kendall, John"
82768,Molly,Liverpool,Anomabu,Kingston,1782,629,"Kendall, John"
82769,Molly,Liverpool,"Gold Coast, port unspecified",Kingston,1784,522,"Aspinall, James"
82770,Molly,Liverpool,Anomabu,Kingston,1785,540,"Aspinall, James"
82771,Molly,Liverpool,Cameroons,"Dominica, port unspecified",1788,320,"Bibby, Robert"
82772,Molly,Liverpool,Cape Coast Castle,Kingston,1789,410,"Bibby, Robert"
82773,Molly,Liverpool,Cape Coast Castle,"Jamaica, port unspecified",1791,304,"Bibby, Robert"
82774,Molly,Liverpool,"Gold Coast, port unspecified","St. Vincent, port unspecified",1793,387,"Bibby, Robert<br/> Bellis, John"
82775,Molly,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,1794,418,"Grice, William"
82776,Molly,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,1797,420,"Tobin, John"
82777,Molly,Liverpool,Anomabu,Demerara,1798,432,"Tobin, John"
82778,Molly,Liverpool,Bonny,Kingston,1800,430,"Tobin, Thomas"
82779,Molly,Liverpool,Bonny,"St. Vincent, port unspecified",1801,280,"Tobin, Thomas"
82780,Molly,Liverpool,Bonny,Kingston,1802,279,"Tobin, Thomas<br/> Livesley, Thomas"
82781,Molly,Liverpool,Calabar,Suriname,1804,279,"Bean, John"
82782,Molly,Liverpool,"Africa., port unspecified",Zion Hill,1806,,"Bean, John"
82783,Molly,Liverpool,Calabar,"Trinidad, port unspecified",1807,377,"Bean, John<br/> Richards, William"
82785,Molly,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,1793,153,"Coulthard, John<br/> Evans, Nehemiah"
82786,Molly,Liverpool,,,1794,,"Sillars, John"
82787,Molly,Lancaster,Sierra Leone estuary,Kingston,1786,250,"Gellin, John<br/> Hort, Josiah"
82788,Molly,Lancaster,"Windward Coast, port unspecified","Grenada, port unspecified",1787,206,"Allanson, William<br/> Baxendon, John"
82789,Molly,Liverpool,Windward Coast (Nunez - Assini),"Barbados, port unspecified",1789,179,"Allanson, William<br/> Bazenden, John<br/> Greenwood"
82790,Molly,Lancaster,Bassa,"Grenada, port unspecified",1790,130,Baxendle
82791,Molly,Lancaster,New Calabar,"Grenada, port unspecified",1792,171,"Jones, Richard"
82792,Molly,Liverpool,New Calabar,Kingston,1793,147,"Jones, Richard"
82793,Molly,Liverpool,"Africa., port unspecified",Cayes (Les),1794,,Mawdsley
82795,Molly,Lancaster,Windward Coast (Nunez - Assini),Charleston,1784,160,"Hort, Josiah"
82796,Mona,Liverpool,Ambriz,Berbice,1799,283,"Mawdsley, Peter"
82797,Mona,Liverpool,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1801,,"Oliver, Thomas"
82798,Mona,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,1802,309,"Foulkes, John"
82801,Montezuma,Liverpool,Congo River,"Guadeloupe, port unspecified",1805,,King<br/> Ives
82802,Montezuma,Liverpool,Calabar,Kingston,1807,288,"Webster, Thomas<br/> Wilson, Thomas"
82803,Mosley Hill,Liverpool,Bonny,"Tortola, port unspecified",1782,730,"Hewan, John"
82804,Mosley Hill,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,1783,794,"Hewan, John"
82805,Mosley Hill,Liverpool,Bonny,"Trinidad, port unspecified",1784,587,"Hewan, John"
82806,Mosley Hill,Liverpool,Bonny,Havana,1785,404,"Hewan, John"
82807,Mosley Hill,Liverpool,Bonny,"Trinidad, port unspecified",1786,650,"Fayrer, Joseph"
82808,Mosley Hill,Liverpool,Bonny,La Guaira,1787,674,"Fayrer, Joseph"
82809,Mosley Hill,Liverpool,Bonny,La Guaira,1788,,"Simmons, John"
82810,Mosley Hill,Liverpool,Benin,La Guaira,1789,453,"Fayrer, Joseph"
82811,Mungo,Lancaster,Windward Coast (Nunez - Assini),Kingston,1786,63,"Jenkins, Silas"
82812,Mungo,Liverpool,"Gold Coast, port unspecified",Kingston,1784,361,"Cotter, John"
82813,Mungo,Liverpool,"Gold Coast, port unspecified",Kingston,1786,512,"Brancker, Peter W"
82817,Nancy,,"Gold Coast, port unspecified","Martinique, port unspecified",1799,,
82818,Nancy,"St. Lucia, port unspecified","Africa., port unspecified",Charleston,1783,,Clarke
82829,Washington,Liverpool,"West Central Africa and St. Helena, port unspecified",Suriname,1806,,"Cromwell, D<br/> Mitchell"
82830,Nancy,London,Calabar,"Dominica, port unspecified",1784,150,"Rogers, Richard"
82833,Nancy,Liverpool,"Windward Coast, port unspecified","Grenada, port unspecified",1788,,"Jenkins, Silas"
82834,Nancy,Liverpool,"Africa., port unspecified",,1790,,"Overton, Barton"
82835,Nancy,Liverpool,Sierra Leone estuary,"St. Vincent, port unspecified",1791,166,"Williams, Samuel"
82836,Nancy,Liverpool,Bassa,"St. Vincent, port unspecified",1793,164,"Williams, Samuel<br/> Tyrer, Robert"
82837,Nancy,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,1794,328,"Hewitt, William"
82838,Nancy,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,1795,322,"Hewitt, William"
82839,Nancy,Liverpool,"Africa., port unspecified","Jamaica, port unspecified",1796,326,"Hewitt, William"
82846,Nancy,Liverpool,"Gold Coast, port unspecified",Kingston,1780,610,"Nelson, George"
82847,Nancy,Liverpool,"Gold Coast, port unspecified",Kingston,1782,700,"Nelson, George"
82850,Nancy,Liverpool,Cape Coast Castle,Kingston,1781,320,"Paisley, James"
82851,Nancy,Liverpool,"Lagos, Onim",Basse-Terre,1782,,"McMin, George"
82852,Nancy,Liverpool,Bonny,Montego Bay,1793,443,"Harding, William"
82853,Nancy,London,Bonny,Kingston,1784,480,"Waddington, James"
82854,Nancy,London,Bonny,"Dominica, port unspecified",1786,406,"Waddington, James<br/> Donald, T"
82855,Nancy,London,Whydah,Kingston,1796,505,"Fayrer, Joseph"
82856,Nancy,London,"Gold Coast, port unspecified",Demerara,1797,492,"Adams, John"
82857,Nancy,Liverpool,Ambona,St. Thomas,1799,400,"Kirkby, Thomas"
82858,Nancy,Liverpool,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1801,342,"Marshall, David"
82862,Nancy,Liverpool,Cape Mount (Cape Grand Mount),"Dominica, port unspecified",1790,120,"Brown, John<br/> Gibson, Samuel"
82863,Nancy,Liverpool,"Africa., port unspecified","Barbados, port unspecified",1791,175,"Allison, William<br/> Borlass, Edward"
82864,Nancy,Liverpool,Gabon,"Dominica, port unspecified",1793,9,"Robinson, David<br/> Moore, William C"
82865,Nancy,Liverpool,Iles de Los,"Barbados, port unspecified",1794,192,"Moore, William C"
82867,Nanny,Liverpool,"Africa., port unspecified",Demerara,1801,,"Williams, John<br/> Dillon, Lawrence"
82868,Nanny,Liverpool,Cape Mount (Cape Grand Mount),St. Croix,1802,53,"Dillon, Lawrence"
82869,Nanny,Liverpool,Bonny,Kingston,1800,433,"Hodson, John"
82870,Nanny,Liverpool,Bonny,Zion Hill,1801,285,"Corran, William<br/> Bean, John"
82871,Nanny,Liverpool,Bonny,Kingston,1802,284,"Wright, Reuben<br/> Tobin, Thomas"
82872,Nanny,Liverpool,"Bight of Benin, port unspecified",Charleston,1805,275,"Ainsworth, John<br/> Kelly, Edward"
82873,Nanny,Liverpool,Bonny,Kingston,1807,355,"Priestly, Clement Henry"
82874,Nanny,Liverpool,Windward Coast (Nunez - Assini),Saint John (Antigua),1783,,"Callow, C"
82875,Narcissus,Liverpool,Bonny,"St. Vincent, port unspecified",1805,81,"Cornett, George<br/> Cunningham, James"
82876,Narcissus,Liverpool,Windward Coast (Nunez - Assini),"St. Lucia, port unspecified",1806,,"Cunningham, James"
82877,Narcissus,Liverpool,Congo River,Kingston,1807,142,"Rimmer, James"
82878,Nassau,London,"Gold Coast, port unspecified",Kingston,1801,160,"Carfrae, Alexander<br/> Nettis, Isaac"
82882,Ned,Liverpool,Calabar,"Dominica, port unspecified",1788,310,"Spencer, John"
82883,Ned,Liverpool,New Calabar,"Dominica, port unspecified",1789,254,"Spencer, John"
82884,Ned,Liverpool,"West Central Africa and St. Helena, port unspecified","Grenada, port unspecified",1790,327,"Maxwell, George"
82885,Ned,Liverpool,"West Central Africa and St. Helena, port unspecified","Grenada, port unspecified",1791,301,"Maxwell, George"
82886,Ned,Liverpool,"West Central Africa and St. Helena, port unspecified","Grenada, port unspecified",1792,341,"Maxwell, George<br/> Brine, John"
82887,Ned,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,1793,340,"Maxwell, George<br/> Spencer"
82888,Ned,Liverpool,Congo River,Kingston,1795,331,"Brown, William"
